imdb_id,original_title,cn_titles,release_year,summary,genres,directors,scriptwriters,actors,length,douban_average_score,douban_star_rating,number_of_ratings,link
tt000001,凶器,凶器,2025,同一个晚上的同一个时间，同一个班级里的所有小孩，都神秘地失踪了，除了一个小孩。整个小镇都开始怀疑，究竟是谁或背后有什么原因，导致这些小孩都不见了？,剧情 / 悬疑 / 惊悚 / 恐怖,扎克·克雷格,扎克·克雷格,扎克·克雷格,128分钟,7.0,3.5,11820,https://www.douban.com/doubanapp/dispatch?uri=/movie/36221247
tt000002,小人物2,小人物2,2025,该片是环球动作片《小人物》的续集，讲述了哈奇在与俄罗斯黑帮交手4年后，很享受这份激烈的打斗“工作”，但他与家人关系日益疏远。于是，他决定带着家人去旅游小镇度假。然而，一次与小镇恶霸的冲突后，让全家人卷入了一场纷争之中的故事。,喜剧 / 动作 / 惊悚 / 犯罪,提莫·塔哈亚托,德里克·科尔斯塔德 / 艾伦·拉宾,提莫·塔哈亚托,89分钟,6.3,3.15,8942,https://www.douban.com/doubanapp/dispatch?uri=/movie/36176467
tt000003,天国与地狱,天国与地狱,2025,"当有权有势的音乐大亨（丹泽尔·华盛顿 饰）成为被勒索的对象，他被迫维护自己的家庭与丰功伟业，同时面对攸关生死的道德难题。
影片改编自黑泽明同名经典电影，原著是爱德华·伯恩斯的小说《King's Ransom》。",剧情 / 悬疑 / 惊悚 / 犯罪,斯派克·李,艾伦·福克斯,斯派克·李,133分钟,6.1,3.05,1913,https://www.douban.com/doubanapp/dispatch?uri=/movie/36770063
tt000004,不认识的女友,不认识的女友,2025,本片改编自法国电影《致我的陌生恋人》，讲述了大学时代互相一见钟情并结婚的神林陆（ 中岛健人 饰）和南（milet 饰）的故事。以小说家为目标的陆，在南的支持下，一下子成为人气畅销书作家。另一方面，喜欢唱歌的南没能实现歌手的梦想，和每天都忙于工作的陆交错的生活感到孤独。有一天，因为陆无心的一句话，2人大吵了一架。第二天早上，陆醒来后发现南的身影不见了，去出版社碰头会的时候遇到的人们和他完全谈不上话，他感到很困惑。本应是人气作家的自己，如今却成了文艺杂志的一名编辑部职员，街上到处都是与自己素不相识的天才创作歌手“前园南”的身影和歌曲。陆一边困惑，一边为了找回人生的全部而奔走。,爱情 / 奇幻,三木孝浩,登米裕一 / 福谷圭祐,三木孝浩,"",6.5,3.25,536,https://www.douban.com/doubanapp/dispatch?uri=/movie/36788576
tt000005,地球上的星星2,地球上的星星2,2025,该片是 阿米尔·汗2007年的电影《地球上的星星》的续集，改编自西班牙电影《篮球冠军》 (2018)，由阿米尔·汗主演。,剧情 / 喜剧 / 运动,R·S·普拉萨纳,迪芙亚·妮迪·沙玛,R·S·普拉萨纳,155分钟,6.5,3.25,403,https://www.douban.com/doubanapp/dispatch?uri=/movie/36913121
tt000006,周四推理俱乐部,周四推理俱乐部,2025,影片改编自理查德·奥斯曼的同名畅销小说，描述四位闲不下来的退休人士认真推敲谋杀悬案解闷，却碰上了真正的命案，侦探游戏突然变成惊悚现实，而他们还得找出凶手是谁。,喜剧 / 悬疑 / 惊悚 / 犯罪,克里斯·哥伦布,凯蒂·布兰德 / 苏珊·希思柯特 / 理查德·奥斯曼,克里斯·哥伦布,118分钟,6.8,3.4,9075,https://www.douban.com/doubanapp/dispatch?uri=/movie/36767890
tt000007,初吻,初吻,2025,"这也是坂元裕二原创的一个爱情故事。
故事关于结婚十五年的一对夫妻，丈夫在一场事故中去世。
而妻子与丈夫长期疏远，两人一直不是很不和睦。
如今，妻子正准备开始新的人生时，却获得了时光旅行的能力。
回到过去，她看到了丈夫与她相遇之前的模样。
看到年轻时的丈夫，她想，我果然是喜欢这个人的，再次与丈夫相遇的她再次坠入爱河。然后，她想，必须要救活在十五年后遇难的他……
“夫妻是什么？”
“家庭是什么？”
“和所爱之人共度一生是什么？”
每个人在生活中都会面临的、深奥而简单的问题。
这就是这部电影将讨论的主题。",爱情 / 奇幻,冢原亚由子,坂元裕二,冢原亚由子,124分钟,8.5,4.25,18486,https://www.douban.com/doubanapp/dispatch?uri=/movie/36894170
tt000008,同甘共苦,同甘共苦,2025,多年情侣蒂姆（戴夫·弗兰科 Dave Franco 饰）和米莉（爱丽森·布里 Alison Brie 饰）来到感情脆弱的关口，开始思考爱是……为了挽回渐淡的感情，决定抛开朋友和工作搬到陌生乡村展开全新二人世界。然而新生活未如理想，更卷入了当地一场超自然力量的恐怖漩涡。身体及意识渐渐变得不受控，当他们的心愈远，肉体却愈贴愈近，肌肤甚至开始无缝结合……电锯是否还给大家自由的唯一解救方法？但染血的爱又那可修补，莫问爱是分离！,爱情 / 恐怖,迈克尔·尚克斯,迈克尔·尚克斯,迈克尔·尚克斯,101分钟(中国大陆),6.9,3.45,18127,https://www.douban.com/doubanapp/dispatch?uri=/movie/36772728
tt000009,坏蛋联盟2,坏蛋联盟2,2025,大坏狼（山姆·洛克威尔 Sam Rockwell 配音）带领坏蛋联盟五人组欲意改邪归正，却遭“狂野姐妹”上线踢馆，面对再干一票的诱惑，是重操旧业还是反杀破局？,喜剧 / 动作 / 动画 / 悬疑 / 犯罪 / 冒险,皮埃尔·佩里费尔 / J·P·桑斯,尤尼·布伦纳 / 伊坦·柯亨 / 艾伦·布拉培,皮埃尔·佩里费尔 J·P·桑斯,104分钟,7.6,3.8,45765,https://www.douban.com/doubanapp/dispatch?uri=/movie/36829507
tt000010,恶意,恶意,2025,影片围绕着滨江三院一起费解的双人坠楼案展开，资深媒体人叶攀（张小斐 饰）始终秉持追寻真相的原则，她在调查中先后将护士李悦和母亲尤茜报道为嫌疑人，却因此引发舆情，事态逐渐失控。,剧情 / 悬疑,来牧宽 / 姚文逸,陈思诚 / 张臻 / 李翔星,来牧宽 姚文逸,100分钟,6.2,3.1,56021,https://www.douban.com/doubanapp/dispatch?uri=/movie/36809947
tt000011,夜班,夜班,2025,"在瑞士一家医院的外科病房工作的Floria（Leonie Benesch饰）是一位充满热情与专业精神的外科护理师。她技术娴熟，即使在压力巨大的情况下也总能耐心倾听每一位病人的需求，在紧急情况下，她总能迅速到场——理想状态下是如此。然而现实情况中这份工作常常难以预料，情况远没有那么理想。
这一天，Floria开始了她的晚班，但在这个床位已满、人手紧缺的病房里一位同事突然因故缺勤。尽管工作繁忙，她仍尽心照顾着一位重病的母亲（Lale Yavas饰）和一位焦急等待诊断的老人（Urs Bihler饰），同样细致周到地应对着那位私人病人（Jürg Plüss饰）的各种额外要求。
然而，一场致命的错误悄然发生，让整个值班陷入混乱。一场与时间赛跑的紧张之旅由此开始。",剧情,佩特拉·比翁迪娜·沃尔普,佩特拉·比翁迪娜·沃尔普,佩特拉·比翁迪娜·沃尔普,92分钟,8.3,4.15,13108,https://www.douban.com/doubanapp/dispatch?uri=/movie/36752929
tt000012,白头神探：智斗灭世狂人,白头神探：智斗灭世狂人,2025,白头神探的儿子小弗兰克（连姆·尼森 Liam Neeson 饰）即将上演最无厘头的一次“营救”行动。,喜剧 / 动作 / 犯罪,阿吉瓦·沙弗尔,丹·格雷戈尔 / 道格·曼德 / 阿吉瓦·沙弗尔 / 吉姆·艾布拉姆斯 / 大卫·扎克 /  / 更多...,阿吉瓦·沙弗尔,85分钟,6.0,3.0,4036,https://www.douban.com/doubanapp/dispatch?uri=/movie/25792787
tt000013,F1：狂飙飞车,F1：狂飙飞车,2025,桑尼·海耶斯（布拉德·皮特 饰）曾经是F1赛场上最具潜力的天才新星，但一场意外葬送了他的职业生涯，从此他沦为人们口中最生不逢时的“沧海遗珠”。三十年后的如今，桑尼是一名自由职业的落魄赛车手，他的前队友——如今是濒临破产的F1车队老板鲁本·塞万提斯（哈维尔·巴登 饰）却突然找上门来。鲁本说服桑尼重返F1赛场，这不仅是拯救他车队的最后希望，更是桑尼向世界证明自己仍是顶尖车手的最佳契机。桑尼将与车队的热门新秀乔舒亚·皮尔斯（达姆森·伊德瑞斯 饰）并肩前行，这位年轻的车手也渴望在赛道上书写自己的传奇。然而伴随着引擎开始轰鸣，桑尼过去的创伤也如影随形，他同时意识到在F1的世界里，并肩作战的队友也会是最强劲的对手，而通往自我救赎的道路，绝非孤身一人能够走完。,剧情 / 动作 / 运动,约瑟夫·科辛斯基,伊伦·克鲁格 / 约瑟夫·科辛斯基,约瑟夫·科辛斯基,156分钟,8.7,4.35,406315,https://www.douban.com/doubanapp/dispatch?uri=/movie/35689244
tt000014,8号出口,8号出口,2025,本片改编自2023年发行的寻找“异常”的同名游戏，迷路男子（二宫和也 饰）意外被困地下铁神秘地带，无限循环的诡异通道仿佛拥有意志，随时变异。为了找到通向目标的“8号出口”，男子唯一能做的，就是奋力追索周遭细思极恐的异常。在令人迷失的无尽回廊之中，男子能否找到真正的出口，逃出生天？,恐怖 / 冒险,川村元气,平濑谦太朗 / 川村元气,川村元气,95分钟,6.3,3.15,10288,https://www.douban.com/doubanapp/dispatch?uri=/movie/37178027
tt000015,死神来了：血脉诅咒,死神来了：血脉诅咒,2025,大学生斯蒂芬妮（凯特琳·桑塔·胡安娜 Kaitlyn Santa Juana 饰）长期被噩梦困扰，她决定返回家乡寻找噩梦起源，却意外发现曾发生在外婆艾莉丝身上的离奇旧事，并牵连出流淌在整个家族血脉中的秘密：死神诅咒。当她试图破解诅咒密码，却发现死神的镰刀早已垂下…… 随着身边亲人一个个离奇惨死，斯蒂芬妮还能带领幸存者逃脱死神的宿命猎杀吗？,惊悚 / 恐怖,亚当·B·斯坦 / 扎克·利波夫斯基,盖伊·比尤西克 / 洛丽·埃文斯·泰勒 / 乔恩·沃茨,亚当·B·斯坦 扎克·利波夫斯基,110分钟,6.9,3.45,122792,https://www.douban.com/doubanapp/dispatch?uri=/movie/30429388
tt000016,看我今天怎么说,看我今天怎么说,2024,在个人和融入之间，如何不被扭曲活出真我？一部关于自我价值和身份认同的作品——聋人不再是作者的设定，而是主人公，我们不只看得见声音还听得到静音。三位赤诚的聋人青年，出身自不同的家庭，因为不同的机遇和身体状况，对聋人身份和处境有着不同看法和态度。一个活得自信，一个努力融入，一个则不敢苛求。手语把三人连上，现实却撞得彼此遍体鳞伤，他们能否走上耳目一新的一章？避过一切猎奇怜悯的眼光，以最严谨真诚的态度取得微妙平衡，舞动的手语带动情感流动，由衷的尊重充满每一个角落。选角用心精准，令每位大小演员都散发出亮眼的光芒，游学修、钟雪莹和吴祉昊细致的演出更是真挚动人。,剧情,黄修平,千春 / 何康 / 思言 / 黄修平,黄修平,132分钟,8.3,4.15,5270,https://www.douban.com/doubanapp/dispatch?uri=/movie/36766358
tt000017,卷卷初恋,卷卷初恋,2025,1998年，19岁的卷发单恋少女朴世莉（申银秀 饰）有了聪明转学生的助攻，下定决心非追到校草不可。,剧情 / 喜剧 / 爱情,南宫善,南宫善,南宫善,118分钟,6.9,3.45,2537,https://www.douban.com/doubanapp/dispatch?uri=/movie/36948664
tt000018,脱缰者也,脱缰者也,2025,世纪之交，背井离乡的马飞（郭麒麟 饰）重返天津，在种种不尽如意的遭遇下“拐走”外甥李嘉文（胡朗荃 饰），舅甥就此踏上一段“离经叛道”之旅。事态脱缰失控，抽象不断升级，一切荒唐随之而来……,喜剧 / 犯罪,曹保平,方唱 / 王馼,曹保平,122分钟,5.7,2.85,8475,https://www.douban.com/doubanapp/dispatch?uri=/movie/36453173
tt000019,奇遇,奇遇,2025,43岁的社畜大叔黄遇奇（贾冰 饰）身体处处亮红灯，是生活中的背景板，职场上的一块砖。被人生困住的他因一场意外与18岁的自己互换灵魂！从此，没有“班味”的中年黄遇奇开启了创飞人生的一系列操作！不做卷王，享受人生就对了！“少年老成”的18岁黄遇奇（王皓 饰）手握未来剧本，开始实行“富二代养成计划”！不再叛逆，弥补遗憾就对了！横冲直撞的他们会如何掌控自己的全新人生？,喜剧,马多,马多,马多,129分钟,7.2,3.6,24882,https://www.douban.com/doubanapp/dispatch?uri=/movie/36522427
tt000020,碟中谍8：最终清算,碟中谍8：最终清算,2025,超级人工智能“智体”即将引爆全球核弹危机，把世界推向毁灭边缘。而伊森·亨特（汤姆·克鲁斯 饰）和他的IMF小队在上次行动中遭遇重创，团队濒临分崩离析。虽然伊森已获得关闭“智体”的钥匙，但要彻底消灭“智体”，完成这一拯救全人类的终极任务，仍需要IMF小队齐心协力突破重重困难。他们不仅要面对全知全能又无影无形的“智体”与其手下盖布瑞尔（埃塞·莫拉雷斯 饰）的百般阻拦，还要解决来自过去的种种恩怨。每个抉择都关乎信念与命运，等待伊森和IMF小队的，究竟是怎样的结局？,动作 / 惊悚 / 冒险,克里斯托弗·麦奎里,克里斯托弗·麦奎里 / 埃里克·延德雷森,克里斯托弗·麦奎里,170分钟,7.7,3.85,225875,https://www.douban.com/doubanapp/dispatch?uri=/movie/30433456
tt000021,物质主义者,物质主义者,2025,年轻且企图心旺盛的纽约恋爱顾问Lucy（达科塔·约翰逊 Dakota Johnson 饰）发现自己在完美的另一半（佩德罗·帕斯卡 Pedro Pascal 饰）和不完美的前任（克里斯·埃文斯 Chris Evans 饰）之间犹豫不决。,喜剧 / 爱情,席琳·宋,席琳·宋,席琳·宋,116分钟,6.0,3.0,17846,https://www.douban.com/doubanapp/dispatch?uri=/movie/36453674
tt000022,超人,超人,2025,"当超人（大卫·科伦斯韦 饰）被卷入国内外多重冲突时，他保护人类的行为遭到质疑。而他显露的弱点，也趁机被科技巨擘、阴谋大师莱克斯·卢瑟（尼古拉斯·霍尔特 饰）利用，准备一举铲除超人。《星球日报》勇敢无畏的记者露易丝·莱恩（瑞秋·布罗斯纳安 饰）能否联手大都会的其他超能力者，以及超人忠诚的伙伴超狗小氪，在卢瑟彻底毁灭超人前拯救他？
影片讲述了超人在两个身份之间自我和解的成长之旅，他既是来自氪星的卡尔-艾尔，也是在堪萨斯小镇长大的克拉克·肯特，他选择怀抱无私信念，将自身的强大力量用于守护人类。在这个将“善良”视作过时的世界里，他以人性之善为指引，坚定践行“真理、正义与更美好的明天”的永恒信念。",动作 / 科幻 / 奇幻 / 冒险,詹姆斯·古恩,詹姆斯·古恩 / 杰里·西格尔 / 乔·舒斯特,詹姆斯·古恩,130分钟,6.5,3.25,90930,https://www.douban.com/doubanapp/dispatch?uri=/movie/36188176
tt000023,惊变28年,惊变28年,2025,"经历病毒浩劫的幸存者们在远离城市的地方建立了新的聚集区，平静的生活却在28年后被再次打破。更加致命的病毒变异，日渐扭曲的人性与欲望，人类的命运将会何去何从？
影片为《惊变28天》续作。",科幻 / 惊悚 / 恐怖,丹尼·博伊尔,亚历克斯·加兰,丹尼·博伊尔,115分钟,5.7,2.85,27038,https://www.douban.com/doubanapp/dispatch?uri=/movie/36144741
tt000024,即兴卧底,即兴卧底,2025,《即兴卧底》是一部快节奏的动作喜剧，由布莱丝·达拉斯·霍华德饰演凯特，她是一位即兴喜剧老师，因星途不顺而开始质疑起自己的实力。当一名卧底警察（肖恩·宾饰）递给她一个“千载难逢的角色”时，她招募了两名学生（奥兰多·布鲁姆和尼克·穆罕默德饰），通过假扮危险罪犯，潜入伦敦黑帮世界。,喜剧 / 动作 / 犯罪,汤姆·金斯利,德里克·康纳利 / 科林·特莱沃若 / 本·阿什登 / 亚历山大·欧文,汤姆·金斯利,99分钟,7.2,3.6,16021,https://www.douban.com/doubanapp/dispatch?uri=/movie/36764327
tt000025,长安的荔枝,长安的荔枝,2025,影片改编自马伯庸同名小说，唐天宝年间，人到中年的李善德（大鹏 饰）骂骂咧咧干了很多活，抠抠搜搜花了不少钱，到头来却还是个无名小吏。然而这一切随着一次召见似乎有了转机，某天有人安排给他一个“荔枝使”的肥差，只要办成，那就是荣华富贵人生逆袭，但要是办不成……,剧情 / 喜剧 / 古装,大鹏,沈雨悦 / 戴思奥 / 大鹏,大鹏,122分钟,7.6,3.8,265887,https://www.douban.com/doubanapp/dispatch?uri=/movie/36185502
tt000026,地球特派员,地球特派员,2025,小男孩艾力欧（约纳斯·基布雷亚布 Yonas Kibreab 配音），一个充满奇思妙想的太空迷，意外踏上了一场宇宙冒险。他必须与古怪的外星生命建立新的联系，以化解一场规模空前的星际危机，并在此过程中发现他真正的使命。,剧情 / 喜剧 / 科幻 / 动画 / 家庭 / 奇幻 / 冒险,玛德琳·莎拉菲安 / 石之予 / 阿德里安·莫利纳,茱莉亚·赵 / 马克·汉默 / 麦克·琼斯 / 阿德里安·莫利纳 / 玛德琳·莎拉菲安 /  /  /  / 更多...,玛德琳·莎拉菲安 石之予 阿德里安·莫利纳,98分钟,6.9,3.45,18234,https://www.douban.com/doubanapp/dispatch?uri=/movie/36090458
tt000027,无名之辈：否极泰来,无名之辈：否极泰来,2025,在曼谷街头大闹分手的“渣男”陈三金（章宇 饰）与“狠女”薛芳梅（任素汐 饰），意外卷入了一场犯罪集团的绑架活动。二人不出意外的成为了人质中的“出头鸟”、绑匪的“眼中钉”，在面临生存还是毁灭的一系列极端选择之际，二人尽显“渣男”“狠女”本性。殊不知这场意外背后还暗藏着更大危机，极端情境下的二人将何去何从？异国人群中的无名之辈们又将如何反抗命运？,喜剧 / 犯罪,饶晓志,饶晓志 / 周铨 / 王莉莉,饶晓志,122分钟,5.7,2.85,31627,https://www.douban.com/doubanapp/dispatch?uri=/movie/37155318
tt000028,复活她,复活她,2025,一对兄妹在他们新寄养母亲的偏远住所中，发现了一个可怕的仪式。,恐怖,丹尼·菲利普 / 迈克尔·菲利普,丹尼·菲利普 / 比尔·辛茨,丹尼·菲利普 迈克尔·菲利普,104分钟,6.7,3.35,24386,https://www.douban.com/doubanapp/dispatch?uri=/movie/36876356
tt000029,戏台,戏台,2025,"民国年间，战乱频发。五庆班班主侯喜亭（陈佩斯 饰）带着一众名角儿来到德祥大戏院演出，谁成想首演压轴登场的却是包子铺的伙计大嗓儿（黄渤 饰）？全场观众都在翘首以盼名角儿金啸天（尹正 饰）亮相，可刚攻城称王的洪大帅（姜武 饰）却偏偏指名让大嗓儿唱这出《霸王别姬》！眼看戏班的招牌就要砸了，前台戏迷退票砸场让戏院吴经理（杨皓宇 饰）苦不堪言，后台洪大帅持枪闹事更是让人吓破了胆！台前台后都乱了套，男旦凤小桐（余少群 饰）、教化处处长徐明礼（陈大愚 饰）、怀有异心的六姨太（徐卓儿 饰）等人也被卷入这场令人啼笑皆非的闹剧之中……台上霸王声声唱，台下荒唐众生相，既要保住戏班饭碗，又要哄好台下观众，大幕拉开之后，这场戏到底要怎么唱？
影片改编自同名话剧。",剧情 / 喜剧,陈佩斯,陈佩斯,陈佩斯,117分钟,8.0,4.0,149002,https://www.douban.com/doubanapp/dispatch?uri=/movie/35483395
tt000030,K-POP：猎魔女团,K-POP：猎魔女团,2025,她们不只是演唱会一票难求的人气女团，更是斩妖除魔的超强高手！韩流巨星鲁米、米拉和佐依私底下化身为魔物猎人，竭尽全力保护歌迷，对抗无所不在的异界威胁。如今，她们必须联手面对至今最大的敌人：一群以男团之姿迷倒万千粉丝的魔鬼。,喜剧 / 动作 / 动画 / 音乐 / 歌舞 / 奇幻 / 冒险,克里斯·艾伯翰斯 / 玛吉·康,丹雅·希门尼斯 / 汉娜·麦克梅肯 / 玛吉·康 / 克里斯·艾伯翰斯 / 艾丽卡·利波尔特,克里斯·艾伯翰斯 玛吉·康,95分钟,6.6,3.3,17713,https://www.douban.com/doubanapp/dispatch?uri=/movie/35391124
tt000031,性梦爱三部曲：梦,性梦爱三部曲：梦,2024,"他们都说，爱情仿佛一场大梦，到梦醒的时候自然结束，无论如何，Johanne（艾拉·奥弗比 Ella Øverbye 饰）恋爱了，爱上了同性艺术家老师，并且所忧所喜所思所虑都用文字记录下来——我爱她复觉得她爱我，但现实真的如此？母亲和外祖母看了日记后有点惊讶，却认为文采非凡，值得出版。
这时观众霍然惊觉，从一开始大家早堕入了虚构之网，回头太迟，因而也不必回头了。以如梦如幻月为情欲想像作大总结，堪称达格·约翰·豪格鲁德对人性和性差异思考交出的亮丽成绩表，一举摘下柏林国际电影节金熊奖。",剧情,达格·约翰·豪格鲁德,达格·约翰·豪格鲁德,达格·约翰·豪格鲁德,111分钟,8.2,4.1,9647,https://www.douban.com/doubanapp/dispatch?uri=/movie/36117334
tt000032,侏罗纪世界：重生,侏罗纪世界：重生,2025,故事发生在《侏罗纪世界3》事件的五年后。危在旦夕的恐龙族群生存于孤岛之上，但是它们中却隐藏着能够带来人类医药奇迹的关键基因，为获取神秘基因，一支精英小队潜入恐龙禁地，然而等待他们的却是无法预知的危机和惊天阴谋……,动作 / 科幻 / 惊悚 / 冒险,加里斯·爱德华斯,大卫·凯普,加里斯·爱德华斯,134分钟,5.9,2.95,123418,https://www.douban.com/doubanapp/dispatch?uri=/movie/36743767
tt000033,亲爱的，别！,亲爱的，别！,2025,讲述小镇私家侦探哈尼·奥多纳休（玛格丽特·库里 Margaret Qualley 饰），深入调查一系列与一座神秘教堂有关的离奇死亡事件。,喜剧 / 悬疑 / 惊悚 / 犯罪,伊桑·科恩,伊桑·科恩 / 翠西娅·库克,伊桑·科恩,89分钟,5.2,2.6,811,https://www.douban.com/doubanapp/dispatch?uri=/movie/36707357
tt000034,新·驯龙高手,新·驯龙高手,2025,影片讲述小嗝嗝（梅森·泰晤士 Mason Thames 饰）偶然间遭遇传说中的夜煞没牙仔，并由此与之建立深厚友谊，进而打破两大族群间的隔阂，携手寻求和平的故事。,剧情 / 喜剧 / 动作 / 奇幻 / 冒险,迪恩·戴布洛伊,迪恩·戴布洛伊,迪恩·戴布洛伊,126分钟,8.4,4.2,145628,https://www.douban.com/doubanapp/dispatch?uri=/movie/36247731
tt000035,疾速追杀：芭蕾杀姬,疾速追杀：芭蕾杀姬,2025,父亲惨遭杀害，少女伊芙（安娜·德·阿玛斯 饰）被迫加入杀手组织，在这里她被培养成为一名芭蕾舞者，同时接受了长达12年的魔鬼训练成为了顶级杀手，开启了血刃仇人的杀戮之旅。她不仅要独自一人完成组织下达的死亡任务，还要暗中搜集杀父仇家的信息。随时丧命的极端危险、各方势力的联合围剿，让伊芙的复仇之路艰难无比。同时，她又被传说中的杀手约翰·威克（基努·里维斯 饰）锁定，新老杀神狭路相逢，伊芙必须在被约翰追到之前杀出血路完成复仇。危险的倒计时开始，一场致命厮杀即将拉开血色序幕……,动作 / 惊悚,伦·怀斯曼,谢伊·哈顿 / 德里克·科尔斯塔德,伦·怀斯曼,125分钟,6.9,3.45,90935,https://www.douban.com/doubanapp/dispatch?uri=/movie/34807062
tt000036,罪人,罪人,2025,双胞胎兄弟（迈克尔·B·乔丹 Michael B. Jordan 饰）试图摆脱不愉快的过往，回到家乡想重新开始，但却发现更为恐怖的邪恶势力正等待着他们的回归……,剧情 / 动作 / 惊悚 / 恐怖,瑞恩·库格勒,瑞恩·库格勒,瑞恩·库格勒,137分钟,7.7,3.85,60036,https://www.douban.com/doubanapp/dispatch?uri=/movie/36742579
tt000037,爱丁顿,爱丁顿,2025,小镇警长参加竞选，希望击败现任进步派市长，后者则计划在镇上建立大型人工智能数据中心。病毒来势汹汹，居家隔离、口罩防疫的辩论，令社区日渐撕裂，阴谋论甚嚣尘上，冲突一触即发。加上黑人议题、失踪儿童、社交媒体对青少年影响、杀人也要开直播、政治两极化，片中的爱丁顿小镇不但如同现 代西部片场景，更是当今美国社会缩影，透视出焦虑与恐惧如何将全民推向疯狂失控的悬崖边缘。,剧情 / 喜剧 / 西部,阿里·艾斯特,阿里·艾斯特,阿里·艾斯特,148分钟,6.4,3.2,2857,https://www.douban.com/doubanapp/dispatch?uri=/movie/35268569
tt000038,无声挚爱,无声挚爱,2025,安吉拉是一位聋人，她与听觉正常的伴侣赫克托即将迎来他们的第一个孩子。然而，宝宝的到来却引发了一系列关系危机，迫使安吉拉直面在一个并不适合她的世界里抚养女儿的重重挑战。,剧情,埃娃·利伯塔德,埃娃·利伯塔德,埃娃·利伯塔德,99分钟,8.0,4.0,1354,https://www.douban.com/doubanapp/dispatch?uri=/movie/36473138
tt000039,花漾少女杀人事件,花漾少女杀人事件,2025,单亲家庭下长大的江宁（张子枫 饰）正为职业生涯的最后机会拼命训练，不料天才对手钟灵（丁湘源 饰）的横空出世，夺走了母亲/教练王霜（马伊琍 饰）的青睐，三人的关系开始变得扑朔迷离，一场“杀人”的致命意外正悄然上演……,剧情 / 悬疑,周璟豪,周璟豪,周璟豪,108分钟,7.4,3.7,34950,https://www.douban.com/doubanapp/dispatch?uri=/movie/35183324
tt000040,你行！你上！,你行！你上！,2025,这是一对父子的传奇历险，也是两个野心家的一拍即合。从沈阳到美国，从3岁到17岁，弹琴胜似取经，八十八键多过八十一难，父子心无杂念，只管埋头向前，两人赤手空拳让美国殿堂艺术精英们刮目相看。,剧情 / 喜剧,姜文,姜文 / 游晓颖 / 张寒寺,姜文,144分钟,6.7,3.35,85523,https://www.douban.com/doubanapp/dispatch?uri=/movie/36767956
tt000041,野党,野党,2025,"讲述了在大韩民国毒品板块和调查机关之间来回穿梭，围绕震撼毒品世界的内幕“野党”展开的故事。
姜河那扮演了秘密向国家调查机关提供毒品世界信息的内幕“野党”李江秀的角色。柳海真将饰演出身底层的野心勃勃的检察官具关熙。朴解浚饰演执着的毒品调查队组长吴尚才，他抓住了一次的犯人， 将与柳海真一起形成三角格局，进一步提高剧情的紧张感。",剧情 / 犯罪,黄炳国,未知,黄炳国,123分钟(韩国),6.6,3.3,5502,https://www.douban.com/doubanapp/dispatch?uri=/movie/36437002
tt000042,腓尼基计划,腓尼基计划,2025,欧洲军火与航空界的商业巨擘Zsa-zsa Korda（本尼西奥·德尔·托罗 Benicio del Toro 饰）为了执行神秘计划，指定自己的修女女儿Liesl（米娅·塞普雷顿 米娅·瑟普尔顿 饰）成为遗产的继承人，而另一群匪徒想要阻止这位大亨，混乱与杀戮就此展开。,剧情 / 喜剧 / 动作 / 惊悚 / 犯罪,韦斯·安德森,韦斯·安德森 / 罗曼·科波拉,韦斯·安德森,105分钟,6.7,3.35,13580,https://www.douban.com/doubanapp/dispatch?uri=/movie/36465394
tt000043,丑陋的继姐,丑陋的继姐,2025,"艾尔维拉（莉娅·迈伦 Lea Myren 饰）为了与她那美丽得令人发狂的继妹艾格尼斯（西娅·索菲·洛赫·内斯 Thea Sofie Loch Næss 饰）竞争，不惜一切代价。在这个童话王国里，美貌是一桩残酷的生意，她用鲜血、汗水和泪水努力吸引王子的目光。
该片是对经典童话《灰姑娘》的暗黑演绎。",剧情 / 恐怖,埃米莉·布里西菲尔特,埃米莉·布里西菲尔特,埃米莉·布里西菲尔特,109分钟,7.3,3.65,32611,https://www.douban.com/doubanapp/dispatch?uri=/movie/36471252
tt000044,冥婚红包,冥婚红包,2025,警察线人Menn（Billkin 饰）意外捡到一个神秘的红包，被迫和男鬼Titi（PP 饰）结婚，Menn为了让Titi不再纠缠自己并无憾离去，无所不用其极地帮助Titi解开死亡的真相，从此展开人鬼共处的爆笑日常。,喜剧 / 恐怖 / 奇幻,查亚诺普·布恩帕拉科布,查亚诺普·布恩帕拉科布 / 泰萨提德·查洛恩日提差 / 辰塔维·塔纳西维 / 薇婉·洪维瓦塔娜,查亚诺普·布恩帕拉科布,125分钟,7.4,3.7,12031,https://www.douban.com/doubanapp/dispatch?uri=/movie/36968545
tt000045,对不起，宝贝,对不起，宝贝,2025,久别重聚，友情依旧。同窗好友大步向前，结婚、怀孕、诞儿，艾丽丝只能踽踽独行，寻索自己的人生路。校园性侵事件发生后，生活如是继续：在母校教学升迁、与旧同学饭聚、被召任陪审员、与邻居展开恋情……一切仿佛如常，看不见的伤口却依然隐隐作痛，只怕惊恐攸然来袭，把人杀个措手不及。五个章节不按时序，任错落情绪在回忆的倒带和快进中跌宕。没有暴力的视觉冲击，,剧情,伊娃·维克托,伊娃·维克托,伊娃·维克托,103分钟,7.3,3.65,2093,https://www.douban.com/doubanapp/dispatch?uri=/movie/36809707
