imdb_id,original_title,cn_titles,release_year,summary,genres,directors,scriptwriters,actors,length,douban_average_score,douban_star_rating,number_of_ratings,link
tt000046,星际宝贝史迪奇,星际宝贝史迪奇,2025,来自外星的“实验品626”史迪奇（克里斯·桑德斯 配音）在一场太空追捕中意外降落在夏威夷海岛，与小女孩莉萝（玛雅·凯洛哈 饰）相遇，为了躲避追捕，史迪奇伪装成小狗进入了莉萝的生活，发生了一段极其风趣又不失感人的故事。,喜剧 / 动作 / 科幻 / 奇幻 / 冒险,迪恩·弗雷斯彻-坎普,克里斯·凯卡尼奥卡拉尼·布莱特 / 迪恩·戴布洛伊 / 克里斯·桑德斯 / 迈克·范·韦斯,迪恩·弗雷斯彻-坎普,108分钟,7.2,3.6,66397,https://www.douban.com/doubanapp/dispatch?uri=/movie/30345743
tt000047,封神第二部：战火西岐,封神第二部：战火西岐,2025,姜子牙、姬发带队坚守西岐，家园保卫战一触即发！邓婵玉、闻仲奉商王殷寿之命，率魔家四将等殷商大军征伐西岐，西岐一方得殷郊、雷震子、杨戬、哪吒等相助，更聚全民之力守卫家园。兵戈相对、法术交锋，两大阵营掀起强强对决，关于“封神榜” 的争夺正在继续......,动作 / 战争 / 奇幻 / 古装,乌尔善,冉平 / 冉甲男 / 乌尔善 / 曹升,乌尔善,144分钟,5.8,2.9,398332,https://www.douban.com/doubanapp/dispatch?uri=/movie/30181250
tt000048,甜蜜养老院,甜蜜养老院,2025,马克斯是一个陷入困境的人，他开始在一家养老院工作，并意识到那里的居民和看护人隐藏着险恶的秘密。当他调查这座建筑及其被禁止的四楼时，他开始发现自己的过去和作为寄养儿童的成长经历有密切的关系。,惊悚 / 恐怖,詹姆斯·德莫纳克,詹姆斯·德莫纳克 / 亚当·康托尔,詹姆斯·德莫纳克,95分钟,5.7,2.85,872,https://www.douban.com/doubanapp/dispatch?uri=/movie/35744936
tt000049,怪化猫：火鼠,怪化猫：火鼠,2025,在《剧场版物怪：唐伞》的激烈对决后不久，卖药郎（神谷浩史配音）再次现身，这次他来到了大奥的内庭。先前事件过后，这里正经历一场动荡。出身名门的女子大友牡丹（户松遥配音）接替歌山成为新任总管，并开始推行一种严谨而平衡的领导方式。这种高压政策逐渐加剧了她与曾受天皇（入野自由配音）宠幸的资深花魁富贵（日笠阳子配音）之间的关系日益紧张，两人之间的裂痕日益加深。天皇的妻子有希子皇后（种崎敦美配音）所生的皇子即将选定监护人，一场突如其来的事件却彻底颠覆了富贵的命运。她产下了一个被视为“不祥之子”的婴儿，被年长重臣大友（堀内贤雄配音）视为威胁，从而成为一场权谋阴谋的目标。在男权体制编织的权力之网中，利益冲突与掩盖真相的手段迅速失控。与此同时，奇怪的事件接连发生，人们无故自燃，瞬间化为灰烬。卖药郎怀疑是物怪作祟，展开调查。然而，他所面对的，是一种神秘而不断变化的群体性...,动画 / 悬疑 / 恐怖,铃木清崇 / 中村健治,新八角,铃木清崇 中村健治,74分钟,7.9,3.95,2819,https://www.douban.com/doubanapp/dispatch?uri=/movie/36990306
tt000050,秋日何时来,秋日何时来,2024,慈祥的老祖母米歇尔（海伦·文森特 Hélène Vincent 饰）在勃艮第乡下安享着平静的晚年生活，她最好的朋友玛丽-克劳德（若西安·巴拉斯科 Josiane Balasko 饰）也住在附近。但当她的女儿瓦莱丽（露德温·塞尼耶 Ludivine Sagnier 饰）把孙子卢卡斯送来过秋季假期时，一切都偏移了正常的轨道。,剧情,弗朗索瓦·欧容,弗朗索瓦·欧容 / 菲利普·皮亚佐,弗朗索瓦·欧容,102分钟,8.0,4.0,14773,https://www.douban.com/doubanapp/dispatch?uri=/movie/36639612
tt000051,雄狮少年2,雄狮少年2,2024,来上海打工的无名之辈阿娟（李昕 配音），为了赚钱给父亲治病，同意代表没落的传武拳馆参加“上海格斗之夜”武术比赛，为此他必须战胜所有的高手、偏见和自己。,喜剧 / 动作 / 动画,孙海鹏,孙海鹏 / 沈诚 / 张挺 / 史迈,孙海鹏,133分钟,8.5,4.25,193554,https://www.douban.com/doubanapp/dispatch?uri=/movie/35883131
tt000052,诡异列车,诡异列车,2024,影片讲述了一位点击率最低的Youtuber（朱贤英 饰）和YouTube公司的PD（崔普闵 饰）两人为了寻找恐怖真实的素材，遇到了一位神秘地铁站的站长（全裴修 饰），之后面对多个怪异的事件。,悬疑 / 惊悚 / 恐怖,卓世雄,卓世雄,卓世雄,94分钟,6.0,3.0,3248,https://www.douban.com/doubanapp/dispatch?uri=/movie/36782603
tt000053,有病才会喜欢你,有病才会喜欢你,2025,我们忘不掉的是青春，还是青春里的那个人呢？一个是吊儿郎当，活在当下的学渣叶子杰（詹怀云 饰），在面临退学危机时，意外发现装病似乎可以逃过一劫？一个是沉稳内敛，渴望未来的学霸叶梓洁（江齐 饰），她仿佛装了测谎雷达，总会找到叶子杰疑似装病的证据！两个人相似的名字暗示了他们注定交织的命运。原本水火不相容的他们，因为这场“有病”乌龙，在一次次谍对谍的较量中渐渐靠近，暗生情愫…然而青春常常伴随遗憾，相爱的人也总是难免分离，但也正因如此，才要把握现在，在这个明媚的春天，即刻告白吧！告诉那个人：我就是有病，才会这么喜欢你。,剧情 / 喜剧 / 爱情,许富翔,未知,许富翔,111分钟,5.6,2.8,2109,https://www.douban.com/doubanapp/dispatch?uri=/movie/36803483
tt000054,帕丁顿熊3：秘鲁大冒险,帕丁顿熊3：秘鲁大冒险,2024,帕丁顿（本·卫肖 Ben Whishaw 配音）回到家乡秘鲁看望他心爱的露西婶婶（艾美达·斯丹顿 Imelda Staunton 配音）。露西婶婶现住在退休熊之家。然而一个谜团将帕丁顿和布朗一家带入意想不到的惊险旅程。从亚马逊雨林到秘鲁山巅，一场激动人心的冒险随之而来。,喜剧 / 动画 / 悬疑 / 奇幻 / 冒险,道格尔·威尔森,马克·伯顿 / 西蒙·法纳比 / 乔·福斯特 / 保罗·金 / 詹姆斯·拉蒙特 /  / 更多...,道格尔·威尔森,107分钟,6.7,3.35,28406,https://www.douban.com/doubanapp/dispatch?uri=/movie/27115004
tt000055,梅根2.0,梅根2.0,2025,第二部仍以女孩卡迪（维奥莱特·麦格劳 Violet McGraw 饰）和她的姨妈珍玛（艾莉森·威廉姆斯 Allison Williams 饰）为主线，她们遭到了下一代机器人“阿米莉亚”（伊万娜·萨赫诺 Ivanna Sakhno 饰）的疯狂攻击，而本已沦为智能语音助手的梅根（珍娜·戴维斯 Jenna Davis 配音），似乎是帮助她们对抗阿米莉亚的绝佳选择。,动作 / 科幻 / 惊悚 / 恐怖,杰拉德·约翰斯通,杰拉德·约翰斯通 / 阿克拉·库珀 / 温子仁,杰拉德·约翰斯通,120分钟,6.6,3.3,15780,https://www.douban.com/doubanapp/dispatch?uri=/movie/36217796
tt000056,哪吒之魔童闹海,哪吒之魔童闹海,2025,天劫之后，哪吒、敖丙的灵魂虽保住了，但肉身很快会魂飞魄散。太乙真人打算用七色宝莲给二人重塑肉身。但是在重塑肉身的过程中却遇到重重困难，哪吒、敖丙的命运将走向何方？,剧情 / 喜剧 / 动画 / 奇幻,饺子,饺子,饺子,144分钟,8.4,4.2,1451790,https://www.douban.com/doubanapp/dispatch?uri=/movie/34780991
tt000057,破·地狱,破·地狱,2024,婚礼策划师道生（黄子华 饰）因婚礼市场萧条而债台高筑，被迫改行成为葬礼经纪人。红白二事大相径庭，令道生处处碰壁，但最难一关是要得到喃呒师傅文哥（许冠文 饰）的认可。起初因为理念不合，道生与文哥冲突不断，两人的关系岌岌可危。但数次危难时刻文哥的出手相助，以及亲历文哥与女儿文玥（卫诗雅 饰）的相处点滴，道生与文哥之间的心结慢慢解开，也逐渐悟到“破地狱”的真正意义。,剧情 / 家庭,陈茂贤,陈茂贤 / 郑纬机,陈茂贤,126分钟,8.3,4.15,368428,https://www.douban.com/doubanapp/dispatch?uri=/movie/36712987
tt000058,雷霆特攻队*,雷霆特攻队*,2025,《雷霆特攻队*》中集结了一支颠覆传统的反英雄团队——“二代黑寡妇”叶莲娜、“冬兵”巴基、“红色守卫”阿列克谢、“幽灵”、“模仿大师”和“美国密探”约翰·沃克。在发现陷入了瓦伦蒂娜设置的死亡陷阱后，这群已不抱有幻想的弃儿必须开始一项危险的任务，迫使他们面对各自最黑暗的过往。这个混乱的“最低配”团队是否会一盘散沙内部瓦解，还是会在为时已晚之前及时完成救赎并团结起来呢？,剧情 / 动作 / 科幻 / 犯罪 / 奇幻 / 冒险,杰克·施莱尔,埃里克·皮尔森 / 乔安娜·卡洛 / 柯特·布席克 / 马克·巴格利 / 斯坦·李 /  /  /  /  / 更多...,杰克·施莱尔,127分钟,6.6,3.3,98588,https://www.douban.com/doubanapp/dispatch?uri=/movie/35927475
tt000059,噪声,噪声,2024,"有听力障碍的珠英（李先彬 饰），与妹妹珠憘（韩秀娥 饰）终于买下梦寐以求的新房，却没想到噩梦才正要开始。
某天起，珠憘开始被来自公寓某处的神秘噪音折磨得身心俱疲。那让人不耐的楼层噪音，不仅让她无法安睡，更像是潜藏某种黑暗秘密的警告。正当珠英离家工作时，珠憘突然失踪，让惊慌失措的珠英立刻赶回家，并与珠憘的男友基勋（金珉锡 饰）联手追查真相。同时，住在楼下的神秘男子（柳炅秀 饰）也长期受噪音困扰，认定一切都源于楼上的这对姊妹，让他情绪逐渐崩溃，扬言要对她们痛下杀手……
真相究竟藏在谁的耳中？噪音背后，又是谁的疯狂正在近逼？",悬疑 / 恐怖,金秀珍,未知,金秀珍,93分钟,5.5,2.75,1740,https://www.douban.com/doubanapp/dispatch?uri=/movie/36617767
tt000060,蛟龙行动,蛟龙行动,2025,"未来某日，中国海军截获关键情报——一艘超级潜艇正密谋一项针对我国东南沿海城市的绝密军事计划。我方派出最新型潜艇“龙鲸号”，与蛟龙小队协同作战。海底战场险象环生，蛟龙遭遇重重陷阱，潜艇与敌多番埋伏周旋，更驶入海底火山口遍布的广袤深海，一场惊心动魄、攸关生死存亡的深海决战拉开帷幕……
该影片为《红海行动》续作。",剧情 / 动作 / 战争,林超贤,谭宇力 / 王圣博 / 冯骥,林超贤,130分钟(特别版),6.2,3.1,115458,https://www.douban.com/doubanapp/dispatch?uri=/movie/35295960
tt000061,超异能特攻,超异能特攻,2025,五个普通人在接受器官移植后获得了超能力，并必须与一位超级反派对抗。,喜剧 / 动作 / 奇幻 / 冒险,姜炯哲,姜炯哲,姜炯哲,119分钟,6.2,3.1,9118,https://www.douban.com/doubanapp/dispatch?uri=/movie/35351910
tt000062,神奇4侠：初露锋芒,神奇4侠：初露锋芒,2025,神奇先生（佩德罗·帕斯卡 饰）、隐形女（凡妮莎·柯比 饰）、霹雳火（约瑟夫·奎恩 饰）和石头人（爱波·莫斯-巴克拉赫 饰）。面对来自宇宙级威胁“行星吞噬者”（拉尔夫·伊内森 饰）及其使者“银影侠”（朱莉娅·加纳 饰）对地球上所有生灵的威胁，四人必须在家庭羁绊与英雄使命间抉择，挺身而出接受这个前所未有的严峻挑战。更令人措手不及的是，这场关乎地球存亡的危机竟与他们有着意想不到的关联。,动作 / 科幻 / 冒险,马特·沙克曼,乔什·弗莱德曼 / 埃里克·皮尔森 / 杰夫·卡普兰 / 伊恩·斯普林格,马特·沙克曼,115分钟,6.1,3.05,36113,https://www.douban.com/doubanapp/dispatch?uri=/movie/34825559
tt000063,会计刺客2,会计刺客2,2025,当一位老友遭到谋杀，只留下一条神秘讯息：“找到那个会计师”，克里斯蒂安·沃尔夫（本·阿弗莱克饰）不得已开始追查此案，并招来了战力惊人的弟弟布莱斯顿（乔恩·伯恩瑟尔饰）助阵。他们与金融犯罪执法局副局长玛莉贝丝·麦迪娜（辛西娅·阿戴-罗宾逊饰）联手，揭露了一场致命阴谋，却也因此成为杀手集团的目标，对方誓要不惜一切代价保守阴谋的秘密。,剧情 / 动作 / 悬疑 / 惊悚 / 犯罪,加文·奥康纳,比尔·迪比克,加文·奥康纳,132分钟,6.1,3.05,20570,https://www.douban.com/doubanapp/dispatch?uri=/movie/27077476
tt000064,国家元首,国家元首,2025,英国首相（伊德里斯·艾尔巴 Idris Elba 饰）和美国总统（约翰·塞纳 John Cena 饰）的公开争执让两国联盟岌岌可危。然而，当他们成为某个强大势力的袭击目标后，这对冤家不得不放下分歧，展开一场横跨多国的疯狂行动。在军情六处精英特工诺埃尔（佩丽冉卡·曹帕拉 Priyanka Chopra 饰）的协助下，他们必须想方设法挫败那个威胁整个自由世界的惊天阴谋。,喜剧 / 动作 / 惊悚,伊利亚·奈舒勒,乔什·阿佩尔鲍姆 / 安德烈·内梅克 / 哈里森·奎瑞,伊利亚·奈舒勒,116分钟,6.6,3.3,13640,https://www.douban.com/doubanapp/dispatch?uri=/movie/36170178
tt000065,危笑2,危笑2,2024,女歌星斯凯·莱利（娜奥米·斯科特 Naomi Scott 饰）因背痛去朋友家取药，却目睹朋友残忍自杀。几天后，各种奇怪诡异的现象让斯凯大大发疯，身边的亲朋好友都莫名对着她诡异微笑。一天一天过去，斯凯才知道自己传染了微笑诅咒，而受害者没有一位活过一周的，斯凯只能向假死医师莫里斯（彼得·雅各布森 Peter Jacobson 饰）求助……,悬疑 / 惊悚 / 恐怖,帕克·芬恩,帕克·芬恩,帕克·芬恩,127分钟,7.1,3.55,42107,https://www.douban.com/doubanapp/dispatch?uri=/movie/36727829
tt000066,独一无二,独一无二,2025,"17岁的女孩喻延（张婧仪 饰）与爸爸（陈明昊 饰）、妈妈（蒋勤勤 饰）、哥哥（辛云来 饰）生活在祖辈经营的喻记鱼杂铺中。作为听障家庭中唯一的听人，她自幼游走在家人的无声世界与外面的有声世界之间，已经习惯于担任桥梁和翻译器。家人的爱与依赖如藤蔓般缠绕着她，然而去往更宽广世界的渴望之火也在心里熊熊灼烧。突如其来的变故，让喻延不得不面对追寻梦想与捍卫家人的两难局面。在成长的选择中，她尝试着找寻自己，也找到能与家人分享的歌声。
本片改编自法国电影《贝利叶一家》。",剧情,王沐,王沐 / 陈思安,王沐,122分钟,7.0,3.5,15412,https://www.douban.com/doubanapp/dispatch?uri=/movie/36896644
tt000067,出走的决心,出走的决心,2024,"影片根据50岁阿姨自驾游真人故事改编。
天真浪漫的李红（咏梅 饰）一生有过许多梦想，18岁时憧憬大学，25岁时憧憬爱情，45岁时憧憬远游……但为了那些“对别人来说更重要”的事，她只能一等再等，也一再错过。50岁，她决心不再等待，活出不一样的人生！",剧情 / 家庭,尹丽川,阿美 / 尹丽川,尹丽川,106分钟,8.8,4.4,394907,https://www.douban.com/doubanapp/dispatch?uri=/movie/36587974
tt000068,危险动物,危险动物,2025,一个沉迷于鲨鱼的连环杀手绑架了一个无忧无虑的冲浪者，绑在自己的船里，要举行一个仪式把她喂鲨鱼。她的新男友发现恋人失踪，前来寻找，却也被这个疯癫的杀手所擒……,惊悚 / 恐怖,肖恩·伯恩,尼克·莱帕德,肖恩·伯恩,98分钟,6.2,3.1,5591,https://www.douban.com/doubanapp/dispatch?uri=/movie/36883048
tt000069,编号17,编号17,2025,"米奇·巴恩斯（罗伯特·帕丁森 饰）在地球一事无成，无奈下加入星际殖民计划，任职“消耗体”，从此开启了可以反复去世又不断重生、高危工作繁多望不到头的“宇宙牛马”死去活来打工记。某次，第17号米奇从又一危险任务死里逃生，回家后却发现自己已经被米奇18号取代了位置，一场啼笑皆非的科幻冒险黑色喜剧就此上演。
影片改编自爱德华·阿什顿的科幻小说《米奇7号》。",剧情 / 科幻 / 冒险,奉俊昊,奉俊昊 / 爱德华·阿什顿,奉俊昊,134分钟(中国大陆),6.6,3.3,89998,https://www.douban.com/doubanapp/dispatch?uri=/movie/34429795
tt000070,敌,敌,2024,大学教授渡边退休后独居小屋，每日煮饭、操持家务，在日复一日的淡雅日常中，打点自身晚年生活。专注追求学识的极致，偶有红粉知己探访。写作之余也撰写遗嘱，受邀演讲还是坚持自己的价码。如此尊严又惬意自在的状态，却逐渐浮现健康恶化、关系崩解等征兆。心绪混乱的同时，渡边开始不断收到同一则诡谲的信息：逃跑吧，北方的敌人即将来到⋯⋯,剧情,吉田大八,吉田大八 / 筒井康隆,吉田大八,108分钟,7.7,3.85,4050,https://www.douban.com/doubanapp/dispatch?uri=/movie/37040125
tt000071,辣妈辣妹2,辣妈辣妹2,2025,多年以后，在泰丝和安娜经历了一场身份危机之后，安娜如今有了一个女儿和一个未来的继女。在两家人合并时面临的挑战中，泰丝和安娜发现，雷电或许会再次降临。,喜剧 / 家庭 / 奇幻,尼萨·加纳特,乔丹·韦斯,尼萨·加纳特,110分钟,7.5,3.75,682,https://www.douban.com/doubanapp/dispatch?uri=/movie/36403252
tt000072,终极对弈,终极对弈,2025,电影改编自围棋传说曹薰铉九段（李秉宪 饰）和自己传授毕生所学的弟子李昌镐九段（刘亚仁 饰）之间展开胜负对决的真实故事。,剧情 / 传记 / 运动,金炯柱,金炯柱,金炯柱,116分钟,7.3,3.65,12072,https://www.douban.com/doubanapp/dispatch?uri=/movie/35215516
tt000073,铁血战士：杀戮之王,铁血战士：杀戮之王,2025,故事跨越时空，从维京时代到幕府日本至二战时期，讲述三个铁血战士的勇猛事迹。人类的宿命是否将从此改写？,动作 / 科幻 / 动画 / 惊悚 / 冒险,丹·特拉亨伯格 / 约书亚·瓦松,米乔·鲁塔尔 / 丹·特拉亨伯格 / 吉姆·托马斯 / 约翰·托马斯,丹·特拉亨伯格 约书亚·瓦松,85分钟,7.8,3.9,16905,https://www.douban.com/doubanapp/dispatch?uri=/movie/37309928
tt000074,聊斋：兰若寺,聊斋：兰若寺,2025,"年青书生蒲松龄行路遇险，不得已夜宿兰若寺，却被一蛤蟆一乌龟抓到了一口奇异的古井底，两只精怪比赛讲故事并逼迫蒲松龄评判故事的好坏……最终，被逼无奈的蒲松龄也讲出了自己的奇妙故事。
本片为篇章式结构，分为一条主线《井下故事》以及五个经典聊斋故事改编的《崂山道士》《莲花公主》《聂小倩》《画皮》《鲁公女》，共六个篇章。",剧情 / 喜剧 / 动画 / 奇幻,崔月梅 / 刘源 / 谢君伟 / 邹靖 / 黄鹤宇 /  / 更多...,沈君乐 / 张雪杰,崔月梅 刘源 谢君伟 邹靖 黄鹤宇 刘一林,152分钟,6.7,3.35,39386,https://www.douban.com/doubanapp/dispatch?uri=/movie/36289419
tt000075,黑夜终至,黑夜终至,2025,改编自威利·弗劳廷所著同名小说，讲述一个女人为拯救家庭、防止家人被驱逐出家族的房子，冒着一切风险踏上一夜的惊险旅程，在波特兰的犯罪圈里筹集资金，期间她被迫直面自己黑暗的过去，最终获得自由。,剧情 / 惊悚 / 犯罪,本·卡隆,萨拉·康拉德 / 威利·维劳汀,本·卡隆,108分钟,5.9,2.95,1790,https://www.douban.com/doubanapp/dispatch?uri=/movie/36801713
tt000076,峡谷,峡谷,2025,两名训练有素的特工被派往神秘峡谷的对立两侧执行保护任务，并因此变得亲密。当邪恶势力出现时，他们必须携手合作，以求在峡谷中的未知险境中生存下来。,动作 / 爱情 / 科幻 / 恐怖 / 冒险,斯科特·德瑞克森,扎克·迪恩,斯科特·德瑞克森,127分钟,7.3,3.65,78829,https://www.douban.com/doubanapp/dispatch?uri=/movie/35295339
tt000077,水饺皇后,水饺皇后,2025,"上世纪七十年代，青岛姑娘臧健和（马丽 饰）带着两个女儿被迫流落他乡。为了维持生计抚养女儿，臧姑娘白天洗碗，晚上擦车。无依无靠的她独自一人扛下重重压力，为冲破命运的束缚，臧健和决定卖水饺谋生。从无人问津到门庭若市，身边嘴硬心软的红姐（惠英红 饰）、华哥（朱亚文 饰）、糖水伯（袁富华 饰）都给予了她不少力量。坚持不懈的她把水饺生意越做越大，人生之路也越走越宽……
影片根据真人真事改编。",剧情 / 传记,刘伟强,韩家女 / 张梦楚,刘伟强,119分钟,6.1,3.05,133747,https://www.douban.com/doubanapp/dispatch?uri=/movie/33414470
tt000078,便衣警察,便衣警察,2025,改编自真实事件，聚焦一段LGBTQ+黑暗时期的禁忌之恋：1990年代，一个便衣警察被派去诱捕同性恋男性，而他发现自己被目标之一吸引了。影片被描述为“一个走心的故事，关于内心矛盾、家庭以及在面对社会及个人预期时，性别认同的复杂性。”,剧情 / 爱情 / 惊悚 / 同性,卡门·艾米,卡门·艾米,卡门·艾米,95分钟,7.9,3.95,7134,https://www.douban.com/doubanapp/dispatch?uri=/movie/36803039
tt000079,大风杀,大风杀,2025,"1995年，全面禁枪政策实施的前一年，弃镇忙崖的平静被打破。藏匿巨额宝藏的悍匪大哥北山（辛柏青 饰）越狱出逃，43名穷凶极恶的匪徒从四面八方齐聚于此，随大哥北山一道用武力封锁忙崖，整座小镇陷入了断油断通信的绝境！
悍匪要钱也要命，忙崖枪声四起，巨大沙暴也即将席卷而来。“夜猫子”夏然（白客 饰）和另外两位民警面临着1把枪对阵88把枪的天崩开局，匪帮内部亦上演“黑吃黑”大戏。群匪环伺，风沙蔽日，命悬一线，如何破局？",剧情 / 悬疑 / 犯罪,张琪,孙悦 / 张琪,张琪,131分钟,6.7,3.35,83752,https://www.douban.com/doubanapp/dispatch?uri=/movie/36512371
tt000080,墙外之音,墙外之音,2025,宇成（姜河那 饰）是一名年轻的上班族，他通过不懈努力终于购得自己的房子，但搬入后却被楼上的不明噪音所困扰，逐渐卷入一场惊悚的冒险中。面对高利贷款的压力和日益加剧的邻居冲突，宇成的生活变得越来越失控。,剧情 / 惊悚,金泰俊,金泰俊,金泰俊,118分钟,6.2,3.1,5460,https://www.douban.com/doubanapp/dispatch?uri=/movie/36840069
tt000081,全知读者视角,全知读者视角,2025,"影片改编自同名网络小说。
平凡上班族金独子（安孝燮 饰），唯一嗜好是阅读网络小说《在灭亡的世界中存活的三种方法》，不过在长达十年的连载期间，他却是这个小说的唯一读者。当金独子在地铁车厢读完小说最终话时，小说中的场景却转瞬成为现实。地铁车厢仿佛成为人间炼狱，巨大怪物正践踏着这座城市，以及凭空出现在眼前的讯息：“您收到了第一个主线任务。”紧接着，熟悉的小说角色纷纷登场，而那个无比强大、牵动着整个世界命运的小说主角刘众赫（李敏镐 饰），开始照着剧情一一行动。眼看熟悉的世界将不复返，一个崭新的世界正在诞生，身为唯一知晓这个新世界结局的金独子，将在升级自身能力的同时，打造出与原本小说截然不同的结局。",剧情 / 动作 / 奇幻 / 冒险,金秉祐,Umi / singNsong,金秉祐,116分钟,6.1,3.05,1242,https://www.douban.com/doubanapp/dispatch?uri=/movie/35515145
tt000082,二号陪审员,二号陪审员,2024,克林特·伊斯特伍德最后一部导演作品《二号陪审员》，讲述一个谋杀案件陪审团的成员怀疑他自己跟受害者的死有一定关系，陷入了道德困境：是利用陪审员的身份来迷惑他人、保护自己，还是对他正在参与的法律系统自首？,剧情 / 悬疑 / 惊悚 / 犯罪,克林特·伊斯特伍德,乔纳森·A·阿伯拉姆斯,克林特·伊斯特伍德,114分钟,7.1,3.55,13425,https://www.douban.com/doubanapp/dispatch?uri=/movie/36340655
tt000083,神圣之路,神圣之路,2025,一对父母接到了女儿深夜打来的求救电话：她刚刚不小心撞上了一名行人。两人立刻跳上车，赶往现场，想在别人发现前先赶到。但随着他们驶入这黑暗夜晚的更深处，一个又一个令人不安的真相浮出水面，他们意识到，驾驶在哈洛路上的，也许不止他们一家……,剧情 / 惊悚 / 恐怖,巴巴克·安瓦里,威廉·吉利斯,巴巴克·安瓦里,80分钟,6.4,3.2,1202,https://www.douban.com/doubanapp/dispatch?uri=/movie/36647543
tt000084,人生开门红,人生开门红,2025,一场意外的危机公关，让“烤肠哥”周大江（常远 饰）阴差阳错与顶流网红小海茉（邓家佳 饰）组成了“预制情侣”，被迫为霸道总裁秦天龙（王耀庆 饰）“顶包”的周大江，误打误撞成为了直播新宠。手忙脚乱地应对着流量规则，在成为新晋网红的路上笑料百出。,剧情 / 喜剧,易小星,易小星 / 姜坤 / 徐涵,易小星,114分钟,6.1,3.05,59972,https://www.douban.com/doubanapp/dispatch?uri=/movie/36988926
tt000085,如月车站Re：,如月车站Re：,2025,三年前，宫崎明日香（本田望结 饰）奇迹般地从异世界“如月车站”归来。她的外貌却停留在二十年前，这种违背常理的存在，让她成为众人异样目光与质疑的焦点。在孤独与绝望的深渊中，纪录片导演角中瞳（奥菜惠 饰）找到了她。这场命运般的相遇，让明日香的内心燃起新的希望。曾经拼命救她的堤春奈（恒松祐里 饰），以及那些仍被困在异世界的人…为了拯救他们，明日香决意再次踏入“如月车站”。然而，等待她的究竟是救赎，还是更深的绝望？,恐怖,永江二朗,宫本武史,永江二朗,82分钟,6.1,3.05,692,https://www.douban.com/doubanapp/dispatch?uri=/movie/37192550
tt000086,直到黎明,直到黎明,2025,一群青少年探寻一座废弃的游客中心，却意外遭遇蒙面杀手的残忍屠杀，并陷入会在死后回到前一天傍晚的无限循环之中！而打破这场死亡循环的唯一方式，就是活到黎明……,剧情 / 恐怖,大卫·F·桑德伯格,加里·多伯曼 / 布莱尔·巴特勒,大卫·F·桑德伯格,103分钟,6.1,3.05,17905,https://www.douban.com/doubanapp/dispatch?uri=/movie/36737061
tt000087,完美伴侣,完美伴侣,2025,周末，一群好友前往偏远木屋度假，当发现其中一位同伴并不像他们看起来的那样，宁静的假期瞬间陷入混乱……,科幻 / 惊悚,德鲁·汉考克,德鲁·汉考克,德鲁·汉考克,97分钟,6.8,3.4,42183,https://www.douban.com/doubanapp/dispatch?uri=/movie/36421270
tt000088,魔法坏女巫,魔法坏女巫,2024,影片讲述了奥兹国两位女巫鲜为人知的成长故事。因绿色皮肤而备受误解的艾芙芭（辛西娅·埃里沃 Cynthia Erivo 饰）与光彩夺目、野心勃勃的格琳达（爱莉安娜·格兰德 Ariana Grande 饰）在西兹大学结识，性格迥异的二人却建立起了深厚的友谊。然而，随着与奥兹国大巫师的邂逅，她们的友谊走向十字路口，二人面临着截然不同的命运之路。这段奇幻冒险揭示了友谊、力量与自我发现的真谛。,爱情 / 歌舞 / 奇幻,朱浩伟,温妮·霍尔兹曼 / 达纳·福克斯 / 格雷戈里·马奎尔 / 莱曼·弗兰克·鲍姆,朱浩伟,161分钟,7.0,3.5,55026,https://www.douban.com/doubanapp/dispatch?uri=/movie/3148694
tt000089,好东西,好东西,2024,"爱逞强的单亲妈妈王铁梅（宋佳 饰）带小孩王茉莉（曾慕梅 饰）搬到新家，结识了所谓清醒恋爱脑的邻居小叶（钟楚曦 饰）。两位性格迥异的女性，一个坚强，一个柔软，一个擅长给人当妈，一个擅长随时撒谎。面对旧创伤和新挑战，她们彼此温暖互相慰藉。
而围绕王铁梅的两个男人，前夫（赵又廷 饰）不时“添乱”，女儿的鼓手老师（章宇 饰）似乎充满新的可能。作为已经觉醒的女人们和学习过性别议题的男人们，会遇到什么新问题？会如何看待自己和世界？",剧情 / 爱情,邵艺辉,邵艺辉,邵艺辉,123分钟,9.0,4.5,1147821,https://www.douban.com/doubanapp/dispatch?uri=/movie/36154853
tt000090,阳光照耀青春里,阳光照耀青春里,2025,"年轻有才的程序员何立为（肖央 饰）供职于家园软件公司，并独自开发了一款游戏。他的偏执和作为扰乱了公司的融资计划，被公司送进了“青春里”精神康复院。
康复院里，何立为认识了形形色色的病友，也经历了不少啼笑皆非的故事。其中女病人林春春（春夏 饰）总是与何立为发生种种纠葛，两颗心逐渐走近。何立为的哥哥何立刚（王迅 饰）拒绝接何立为出院，医院总务主任洪兆庆（陈明昊 饰）也不断压制着何立为的种种出格行为。何立为为了证明自己没有得病，百般尝试，希望早日逃出青春里。直到有一天，他看到了春春脑中的幻觉，而随后发生的一系列事情也让他开始迷惑，究竟什么才是正常的世界，自己想“逃出”的到底又是什么……",剧情,曾海若,曾海若,曾海若,129分钟,6.5,3.25,21503,https://www.douban.com/doubanapp/dispatch?uri=/movie/35411283
